Customer_id,Loan_Account_id,Product_Type,Loan_Amount_SGD,Outstanding_Balance_SGD,Day_Past_Due,Tenure,Interest_Rate,Current_EMI_SGD,Installment_Due_Date,Last_Payment_Date,Partial_Payment_Indicator,Number_of_Past_Payments,Payment_Frequency,Amount_Paid_Each_Month_SGD,Bounce_History,Settlement_History,Repayment_Irregularity_Flags,Contact_History_Call_Attempts,Contact_History_SMS,Contact_History_WhatsApp,Contact_History_EmailLogs,Channel_used,Response_Outcome,Average_Handling_Time,Name,Age,Gender,Occupation,Income_Band_SGD,Employeement_Type,Address,Urban_Rural_Tag,Language_Preference,Mobile_Number_Active_Status,Email_Activity,App_Login_Frequency,UPI_Transactions,Online_Banking_Activity,Smartphone_Penetration,Preferred_Channel,Call_SMS_Activity_Patterns,WhatsApp_OTT_usage_Indicator,Credit_Score,Recent_Inquiries,Loan_Exposure_Across_Banks,Delinquency_on_other_Loans,Recent_Score_Change,Unemployeement_rate_region,Inflation_Rate,Interest_Rate_Trend,Economic_Stress_Index,Do_Not_Call_Registry_Data,Regional_Time_Restrictions,Communication_Complaince_Limits
SCB728671512,53193996,Auto loan,10000.0,317.78,31,36,9.0,343.44,2025-10-05,2025-09-04,False,35,Regular,318.0,1,Settled,False,2,3,4,0,WhatsApp,Partial paid,22.05,Ling Chan,27,Male,Student,"100,000 to 200,000",Unemployed,423 Potong Pasir Avenue #05-10 Holland Road Singapore 129868 Singapore,Urban,Regional,True,True,7,10,8,High,Email,Medium,True,735,0,2,False,-44,1.99,4.91,0.34,0.15,False,Afternoon,Holidays
SCB621445840,78660194,Business loan,275000.0,205781.44,9,60,9.5,5891.02,2025-10-14,2025-10-05,True,18,Irregular,5775.51,0,Settled,False,3,5,3,2,Call,Promised to pay,18.75,Hui Teo,42,Female,Unemployed,"50,000 to 100,000",Part time,929 Marine Parade Road #34-45 Seletar Singapore 959507 Singapore,Urban,English,False,True,11,21,7,Low,Call,High,True,671,0,0,False,-27,1.89,4.02,-0.03,0.39,True,Night,Holidays
SCB182562815,49051623,Auto loan,55000.0,34692.28,32,48,9.0,1478.17,2025-10-02,2025-08-31,True,20,Regular,1368.68,0,Settled,False,2,2,3,0,WhatsApp,Promised to pay,22.04,Hui Chan,52,Male,Employed,"200,000 to 300,000",Part time,120 South Bridge Road #39-65 Hong Leong Garden Singapore 734309 Singapore,Urban,English,True,False,7,14,10,High,Call,High,True,724,5,0,False,35,2.11,4.4,-0.19,0.12,False,Morning,Weekends
SCB431454571,58495982,Business loan,410000.0,223849.27,31,60,9.5,9299.62,2025-10-16,2025-09-15,False,31,Regular,8610.76,0,Settled,False,3,5,1,2,Call,Paid fully,20.77,Feng Koh,43,Male,Unemployed,"50,000 to 100,000",Part time,714 Serangoon Road #22-06 Bishan Singapore 361432 Singapore,Urban,Regional,True,True,12,17,8,Low,Field Agent,Low,True,718,1,0,False,9,2.09,4.81,0.21,0.25,False,Night,Daytime
SCB991982821,41632286,Education loan,18000.0,1088.32,33,60,8.0,394.18,2025-10-11,2025-09-08,False,57,Irregular,364.98,2,Under Negotiation,True,2,3,5,2,IVR,Partial paid,24.94,Jie Lim,69,Female,Retired,"50,000 to 100,000",Unemployed,220 Outram Road #31-91 Bishan Singapore 921020 Singapore,Urban,English,True,True,14,15,10,Low,IVR,High,True,640,3,1,False,-20,2.13,4.75,-0.15,0.12,False,Morning,Weekends
SCB698054328,19322004,Business loan,150000.0,3764.27,31,48,9.5,4069.95,2025-10-15,2025-09-14,False,47,Irregular,3768.47,0,Under Negotiation,True,2,5,5,1,Call,Ignored,16.17,Divya Rao,44,Female,Self-Employed,"200,000 to 300,000",Full time,566 Outram Road #49-32 Changi Singapore 712770 Singapore,Urban,English,True,True,9,17,10,High,Field Agent,Low,True,677,2,1,False,-11,2.11,4.1,0.14,0.11,True,Evening,Evening
SCB325544257,21616152,Credit card,36000.0,18474.16,33,36,10.0,1254.55,2025-10-08,2025-09-05,False,19,Irregular,1161.62,0,Under Negotiation,True,4,7,4,2,Email,Partial paid,25.87,Yan Tan,52,Female,Self-Employed,"100,000 to 200,000",Unemployed,656 Geylang Road #37-49 Queenstown Singapore 410972 Singapore,Urban,Regional,True,False,6,17,11,High,Field Agent,Medium,True,666,1,1,False,-26,2.15,5.31,-0.03,0.24,False,Afternoon,Holidays
SCB830654370,82894131,Credit card,32000.0,2682.6,32,60,10.0,734.3,2025-09-26,2025-08-25,False,56,Regular,679.91,3,Partial Settlement,False,4,7,1,0,Call,Disconnected,14.54,Nor bin Ismail,52,Male,Self-Employed,"100,000 to 200,000",Freelance,559 Bugis Street #27-34 Kranji Singapore 223370 Singapore,Urban,Regional,True,True,9,21,5,High,WhatsApp,High,True,701,1,1,False,-32,2.13,5.32,0.17,0.17,False,Afternoon,Weekdays
SCB974824613,50580924,Education loan,29000.0,2507.05,8,12,8.0,2573.11,2025-10-11,2025-10-03,False,11,Irregular,2522.66,1,Under Negotiation,True,1,1,2,0,IVR,Connected,10.96,Deepa Subramaniam,43,Male,Retired,"50,000 to 100,000",Full time,947 Woodlands Avenue #29-26 Geylang Singapore 343675 Singapore,Urban,English,True,False,11,19,10,Medium,WhatsApp,Low,True,642,1,1,False,3,2.12,4.03,0.47,0.32,False,Evening,Daytime
SCB126912512,91428039,Credit card,33000.0,7457.72,30,24,10.0,1598.92,2025-09-25,2025-08-26,False,19,Regular,1522.78,0,Not Settled,False,2,3,2,1,Field Agent,Disconnected,14.14,Jun Chan,26,Male,Self-Employed,"500,000 or Above",Full time,631 East Coast Road #33-10 Eunos Singapore 299046 Singapore,Urban,English,True,True,5,19,7,High,IVR,High,False,744,3,0,False,-50,1.84,4.58,0.14,0.3,False,Evening,Weekends
SCB985779070,37550115,Business loan,60000.0,43063.46,2,60,9.5,1285.31,2025-10-03,2025-10-01,False,20,Irregular,1260.11,1,Partial Settlement,True,2,9,1,0,WhatsApp,Disconnected,22.76,Abdullah bin Ali,26,Male,Retired,"300,000 to 500,000",Contract,501 Lavender Street #32-72 Toa Payoh Singapore 636167 Singapore,Urban,English,True,True,9,15,7,Medium,SMS,High,True,619,3,1,True,-7,1.9,4.09,0.22,0.31,False,Evening,Weekdays
SCB408000222,54969434,Auto loan,180000.0,5722.43,33,36,9.0,6181.87,2025-09-18,2025-08-16,True,35,Irregular,5723.95,0,Partial Settlement,False,3,4,3,0,SMS,Ignored,14.18,Raj Sharma,52,Male,Student,"100,000 to 200,000",Part time,473 Toa Payoh Central #50-44 Seletar Singapore 734188 Singapore,Urban,English,True,True,10,19,8,High,Field Agent,Low,True,682,4,0,False,-19,1.94,4.23,-0.18,0.29,False,Afternoon,Daytime
SCB618232825,69322532,Business loan,105000.0,76897.46,33,48,9.5,2848.96,2025-09-28,2025-08-26,False,15,Irregular,2637.93,0,Not Settled,False,1,8,1,1,IVR,Promised to pay,28.88,Feng Lee,42,Female,Homemaker,"100,000 to 200,000",Part time,8 Simei Street #01-15 Punggol Singapore 552817 Singapore,Urban,Regional,True,False,11,12,13,Medium,Email,Low,True,655,2,2,True,10,2.13,4.31,0.35,0.32,False,Night,Evening
SCB494202403,43957412,Business loan,335000.0,10723.76,33,36,9.5,11589.52,2025-09-27,2025-08-25,False,35,Irregular,10731.04,1,Settled,True,1,8,1,0,WhatsApp,Partial paid,26.16,Divya Gopal,31,Male,Homemaker,"50,000 to 100,000",Unemployed,254 Maxwell Road #38-71 Clementi Park Singapore 417005 Singapore,Urban,Regional,True,True,4,6,9,Medium,Call,Low,True,653,4,2,False,-41,1.8,5.5,0.27,0.35,False,Afternoon,Weekends
SCB390283086,48647224,Education loan,18000.0,814.55,33,24,8.0,879.22,2025-10-15,2025-09-12,False,23,Irregular,814.09,0,Not Settled,True,5,6,5,1,WhatsApp,Paid fully,12.32,Ling Ng,35,Female,Employed,"300,000 to 500,000",Full time,813 Bugis Street #30-79 Lim Chu Kang Singapore 842864 Singapore,Urban,Regional,True,True,6,20,8,High,Field Agent,High,True,673,2,1,False,20,2.0,4.43,-0.11,0.29,False,Afternoon,Holidays
SCB723332500,60316725,Business loan,155000.0,47946.43,8,48,9.5,3971.97,2025-10-03,2025-09-25,False,35,Irregular,3894.09,0,Settled,True,3,4,1,0,Email,Partial paid,18.27,Jie Tan,52,Female,Homemaker,"500,000 or Above",Full time,632 Joo Chiat Road #28-93 Yishun Singapore 647919 Singapore,Urban,Regional,True,True,14,14,6,Medium,IVR,Medium,True,687,1,0,False,-26,1.92,4.2,0.26,0.32,False,Afternoon,Weekends
SCB543634913,75829275,Personal loan,20000.0,8797.81,33,48,8.5,532.41,2025-09-28,2025-08-26,False,29,Regular,492.97,1,Settled,False,2,8,1,2,WhatsApp,Paid fully,26.22,Yan Koh,27,Male,Unemployed,"200,000 to 300,000",Contract,278 East Coast Road #29-37 Holland Road Singapore 914853 Singapore,Urban,English,True,False,8,7,3,Low,SMS,Medium,True,706,1,1,False,-13,2.11,4.69,0.08,0.19,False,Afternoon,Evening
SCB772910007,76657978,Auto loan,155000.0,143435.44,32,60,9.0,3474.95,2025-09-23,2025-08-22,True,6,Irregular,3217.55,0,Partial Settlement,False,3,2,0,2,Call,Ignored,17.9,Vijay Singh,28,Female,Student,"50,000 to 100,000",Unemployed,738 Bugis Street #49-15 Anson Singapore 390011 Singapore,Urban,Regional,True,True,7,16,9,High,WhatsApp,Low,True,674,1,1,False,-24,2.01,4.59,0.26,0.13,False,Morning,Daytime
SCB537243507,35589001,Business loan,335000.0,29143.26,0,12,9.5,29373.98,2025-10-07,2025-10-16,False,11,Regular,29373.98,0,Not Settled,False,1,1,4,1,SMS,Ignored,15.65,Wei Ong,25,Female,Self-Employed,"50,000 to 100,000",Unemployed,851 Cecil Street #21-52 Tanjong Pagar Singapore 659727 Singapore,Urban,English,True,True,10,16,4,High,IVR,High,True,725,3,2,False,16,1.9,4.85,0.05,0.3,False,Morning,Holidays
SCB800282366,77154339,Education loan,73000.0,35371.33,30,60,8.0,1554.19,2025-10-08,2025-09-08,False,34,Regular,1480.18,0,Not Settled,False,5,4,2,0,WhatsApp,Promised to pay,24.19,Ming Chan,46,Others,Retired,"500,000 or Above",Full time,502 Geylang Road #13-29 Clementi Park Singapore 788581 Singapore,Urban,English,True,True,9,16,8,Medium,Field Agent,Low,True,726,0,1,False,-17,1.88,4.31,-0.19,0.23,False,Morning,Daytime
SCB500626337,10692924,Business loan,260000.0,194812.2,29,48,9.5,6858.62,2025-09-20,2025-08-22,False,14,Irregular,6532.02,0,Not Settled,True,5,7,2,0,IVR,Ignored,20.03,Wei Teo,59,Female,Homemaker,"500,000 or Above",Contract,596 Tampines Avenue #42-72 Middle Road Singapore 169472 Singapore,Urban,Regional,False,True,7,11,9,Medium,Call,High,True,661,0,0,False,-12,1.95,5.36,-0.19,0.33,False,Morning,Weekends
SCB978065584,21914970,Credit card,24000.0,8962.98,30,60,10.0,535.43,2025-10-11,2025-09-11,False,41,Irregular,509.93,0,Settled,True,2,6,0,1,IVR,Disconnected,21.98,Hui Wong,42,Female,Self-Employed,"50,000 to 100,000",Unemployed,433 Emerald Hill Road #12-83 Tengah Singapore 105873 Singapore,Urban,English,False,True,12,16,9,High,Field Agent,Medium,True,677,0,1,False,-44,1.84,4.82,0.49,0.27,False,Night,Weekdays
SCB909107354,48887321,Personal loan,40000.0,1812.86,30,24,8.5,1909.14,2025-09-30,2025-08-31,False,23,Regular,1818.23,0,Not Settled,False,4,4,1,0,SMS,Ignored,19.18,Hui Ong,28,Female,Unemployed,"50,000 to 100,000",Full time,222 Holland Road #25-33 Upper Bukit Timah Singapore 199312 Singapore,Urban,English,True,False,10,16,8,Low,Field Agent,Low,True,711,3,1,False,-15,2.16,4.13,0.37,0.36,False,Evening,Holidays
SCB170542236,44325124,Education loan,67000.0,3032.59,34,24,8.0,3272.65,2025-09-28,2025-08-25,True,23,Irregular,3030.23,0,Settled,False,5,4,1,2,Field Agent,Disconnected,22.64,Jun Lee,62,Male,Homemaker,"50,000 to 100,000",Full time,85 Bugis Street #02-66 Golden Mile Singapore 166903 Singapore,Urban,English,False,True,13,15,5,Low,IVR,Low,True,689,3,2,False,-33,1.91,5.07,-0.19,0.22,False,Afternoon,Daytime
SCB811998638,26600352,Personal loan,36000.0,1136.6,33,36,8.5,1227.34,2025-10-06,2025-09-03,False,35,Irregular,1136.43,1,Partial Settlement,True,4,3,4,2,SMS,Connected,23.58,Fatimah bin Ismail,52,Female,Student,"300,000 to 500,000",Full time,452 Tanglin Road #31-64 Queenstown Singapore 729034 Singapore,Urban,English,True,True,10,16,7,High,WhatsApp,Medium,True,664,1,2,False,2,1.87,4.37,-0.01,0.2,False,Morning,Evening
SCB400662786,39079221,Credit card,36000.0,1659.41,33,24,10.0,1794.12,2025-09-23,2025-08-21,False,23,Irregular,1661.22,1,Partial Settlement,True,1,5,2,0,Email,Promised to pay,25.46,Li Koh,66,Male,Unemployed,"50,000 or Below",Freelance,515 Lavender Street #23-66 Upper East Coast Singapore 131636 Singapore,Urban,Regional,True,True,10,17,12,Low,SMS,Low,True,678,1,0,False,-11,2.01,5.48,-0.04,0.38,False,Afternoon,Weekends
SCB920023451,40670201,Auto loan,55000.0,1361.84,18,48,9.0,1437.11,2025-10-03,2025-09-15,False,47,Irregular,1368.68,1,Partial Settlement,True,2,5,2,0,IVR,Partial paid,18.3,Vijay Menon,25,Male,Homemaker,"300,000 to 500,000",Freelance,336 Bugis Street #15-87 Little India Singapore 478841 Singapore,Urban,English,True,True,14,16,8,Medium,App notification,Low,True,647,0,0,False,3,2.02,4.8,0.25,0.32,False,Evening,Weekends
SCB128905854,71218834,Business loan,430000.0,313557.43,33,36,9.5,14876.1,2025-10-01,2025-08-29,False,11,Regular,13774.17,0,Not Settled,False,3,7,6,1,WhatsApp,Paid fully,22.63,Ming Lim,49,Others,Retired,"100,000 to 200,000",Full time,211 Outram Road #48-74 Tampines Singapore 351054 Singapore,Urban,English,True,True,11,11,7,Medium,Email,Medium,True,741,7,1,False,-8,2.03,4.94,0.41,0.28,True,Night,Holidays
SCB518277982,22613997,Auto loan,100000.0,8744.73,34,12,9.0,9444.76,2025-10-10,2025-09-06,False,11,Regular,8745.15,1,Under Negotiation,False,3,6,0,1,Field Agent,Disconnected,29.46,Ali binti Hassan,41,Male,Employed,"200,000 to 300,000",Contract,5 Beach Road #11-15 Yishun Singapore 433248 Singapore,Urban,English,True,True,6,13,6,High,IVR,Medium,True,728,3,1,False,-27,2.15,4.19,-0.06,0.16,False,Night,Weekends
