Customer_id,Loan_Account_id,Product_Type,Loan_Amount_SGD,Outstanding_Balance_SGD,Day_Past_Due,Tenure,Interest_Rate,Current_EMI_SGD,Installment_Due_Date,Last_Payment_Date,Partial_Payment_Indicator,Number_of_Past_Payments,Payment_Frequency,Amount_Paid_Each_Month_SGD,Bounce_History,Settlement_History,Repayment_Irregularity_Flags,Contact_History_Call_Attempts,Contact_History_SMS,Contact_History_WhatsApp,Contact_History_EmailLogs,Channel_used,Response_Outcome,Average_Handling_Time,Name,Age,Gender,Occupation,Income_Band_SGD,Employeement_Type,Address,Urban_Rural_Tag,Language_Preference,Mobile_Number_Active_Status,Email_Activity,App_Login_Frequency,UPI_Transactions,Online_Banking_Activity,Smartphone_Penetration,Preferred_Channel,Call_SMS_Activity_Patterns,WhatsApp_OTT_usage_Indicator,Credit_Score,Recent_Inquiries,Loan_Exposure_Across_Banks,Delinquency_on_other_Loans,Recent_Score_Change,Unemployeement_rate_region,Inflation_Rate,Interest_Rate_Trend,Economic_Stress_Index,Do_Not_Call_Registry_Data,Regional_Time_Restrictions,Communication_Complaince_Limits
SCB228759218,93721515,Credit card,35000.0,1120.08,1,36,10.0,1151.94,2025-09-23,2025-08-23,False,35,Regular,1129.35,0,Settled,False,2,4,1,1,Call,Partial paid,16.73,Tao Cheong,26,Female,Student,"50,000 to 100,000",Freelance,377 Marine Parade Road #13-05 Bishan Singapore 853762 Singapore,Urban,English,True,True,6,9,12,High,App notification,High,True,698,1,0,True,-46,2.19,4.74,0.31,0.35,False,Afternoon,Evening
SCB633598130,59818662,Education loan,46000.0,15753.85,13,12,8.0,4081.5,2025-10-06,2025-08-24,False,8,Regular,4001.47,0,Not Settled,False,4,9,3,1,Field Agent,Disconnected,17.95,Zainal binti Shahrin,26,Male,Homemaker,"300,000 to 500,000",Unemployed,728 Collyer Quay #14-64 Seletar Singapore 155661 Singapore,Urban,English,True,True,11,15,9,Medium,Call,Low,True,731,6,1,False,0,1.98,4.87,0.05,0.22,False,Night,Daytime
SCB806541811,36395160,Credit card,50000.0,4373.79,24,12,10.0,4615.58,2025-10-14,2025-08-21,False,11,Regular,4395.79,0,Partial Settlement,False,4,3,3,1,Email,Promised to pay,23.27,Ming Chan,50,Male,Employed,"200,000 to 300,000",Full time,879 Victoria Street #46-93 Upper Thomson Singapore 308699 Singapore,Urban,English,True,True,11,18,6,High,Field Agent,High,True,733,2,1,False,-50,2.04,4.57,0.32,0.16,False,Evening,Weekdays
SCB343617371,93463150,Auto loan,95000.0,53610.42,15,24,9.0,4426.85,2025-10-16,2025-08-31,False,11,Regular,4340.05,0,Under Negotiation,False,1,8,0,0,WhatsApp,Paid fully,27.53,Jie Wong,61,Female,Student,"50,000 to 100,000",Part time,523 Jurong East Street #38-52 Queenstown Singapore 407076 Singapore,Urban,Regional,True,True,13,13,9,Low,SMS,High,True,730,3,1,False,-25,1.9,4.29,0.15,0.28,False,Morning,Evening
SCB531716619,44780908,Business loan,350000.0,11124.08,1,36,9.5,11435.76,2025-10-09,2025-09-08,False,35,Regular,11211.53,0,Settled,False,5,3,1,1,Email,Connected,24.43,Yao Ang,30,Female,Student,"500,000 or Above",Part time,854 North Bridge Road #27-12 Eastwood Singapore 540713 Singapore,Urban,English,False,True,10,15,11,High,WhatsApp,High,True,731,0,1,False,-39,1.88,4.02,-0.1,0.37,False,Night,Weekdays
SCB933478508,68701337,Credit card,21000.0,1838.25,29,12,10.0,1938.54,2025-10-13,2025-08-15,False,11,Irregular,1846.23,1,Not Settled,False,0,5,2,1,IVR,Disconnected,26.89,Ting Chan,36,Others,Student,"50,000 to 100,000",Full time,384 Jalan Besar #08-53 Tengah Singapore 622476 Singapore,Urban,English,True,True,10,15,12,High,App notification,Low,True,684,1,0,False,-22,2.09,4.96,0.49,0.37,False,Morning,Holidays
SCB217105071,86767936,Education loan,20000.0,1733.93,24,12,8.0,1826.76,2025-09-30,2025-08-07,False,11,Regular,1739.77,0,Settled,False,4,7,2,3,SMS,Ignored,13.53,An Ho,42,Female,Homemaker,"50,000 or Below",Part time,466 Potong Pasir Avenue #06-42 Jurong Singapore 467963 Singapore,Urban,Regional,True,True,6,18,7,Medium,Call,High,True,748,1,1,False,28,1.8,4.7,0.01,0.36,False,Morning,Weekdays
SCB520087351,35177127,Credit card,28000.0,1282.08,10,24,10.0,1317.9,2025-10-03,2025-08-23,False,23,Irregular,1292.06,0,Partial Settlement,True,5,3,1,1,Field Agent,Ignored,29.23,Chen Cheong,53,Female,Student,"50,000 to 100,000",Part time,66 Scotts Road #20-39 Kranji Singapore 364877 Singapore,Urban,Regional,True,False,13,11,4,High,App notification,High,True,600,1,1,True,-23,2.16,5.49,-0.16,0.36,False,Afternoon,Holidays
SCB658716130,12773939,Business loan,100000.0,58862.0,11,48,9.5,2562.56,2025-10-06,2025-08-26,False,22,Regular,2512.31,0,Settled,False,1,4,1,1,Call,Paid fully,23.87,Yun Chew,53,Female,Retired,"50,000 to 100,000",Freelance,909 Pasir Panjang Road #11-60 Ang Mo Kio Singapore 703541 Singapore,Urban,English,True,False,6,23,8,Medium,Call,Medium,False,744,2,4,False,-48,2.05,4.07,0.41,0.39,False,Night,Holidays
SCB742443984,59909831,Education loan,7000.0,314.6,6,24,8.0,322.92,2025-10-02,2025-08-27,False,23,Irregular,316.59,0,Settled,False,1,6,1,0,Call,Partial paid,12.85,Jie Sim,26,Others,Student,"500,000 or Above",Freelance,508 South Bridge Road #15-41 Upper Bukit Timah Singapore 328307 Singapore,Urban,Regional,True,True,8,9,3,High,IVR,Medium,True,696,2,0,False,24,1.88,4.74,-0.16,0.27,True,Evening,Daytime
SCB450598090,36098641,Personal loan,80000.0,6956.03,29,12,8.5,7326.46,2025-09-26,2025-07-29,False,11,Regular,6977.58,0,Partial Settlement,False,4,4,1,1,Call,Ignored,23.01,Ke Soon,65,Female,Retired,"100,000 to 200,000",Unemployed,385 Telok Ayer Street #02-70 Changi Singapore 194366 Singapore,Urban,English,True,True,10,18,9,Low,SMS,High,False,721,1,2,False,-33,2.02,4.9,0.35,0.24,False,Evening,Daytime
SCB802329669,79069690,Credit card,12000.0,7783.1,13,24,10.0,564.81,2025-10-04,2025-08-22,False,9,Regular,553.74,1,Settled,False,4,4,1,0,IVR,Connected,18.62,Feng Tan,49,Female,Retired,"100,000 to 200,000",Freelance,517 Beach Road #40-25 Beach Road Singapore 207943 Singapore,Urban,Regional,True,True,12,16,4,Medium,Email,Medium,True,700,0,2,False,0,1.9,5.31,0.11,0.25,True,Afternoon,Weekends
SCB844886646,36336263,Business loan,440000.0,20120.58,28,24,9.5,21212.5,2025-09-29,2025-08-02,False,23,Irregular,20202.38,1,Partial Settlement,True,2,6,3,0,Call,Partial paid,28.37,Ling Chan,40,Male,Self-Employed,"500,000 or Above",Unemployed,368 Tampines Avenue #43-04 Serangoon Singapore 895786 Singapore,Urban,English,True,True,6,13,11,High,App notification,High,True,641,2,2,False,-32,2.07,4.21,-0.18,0.19,False,Morning,Daytime
SCB739188961,85902244,Personal loan,39000.0,10069.0,13,12,8.5,3469.6,2025-10-14,2025-09-01,False,9,Irregular,3401.57,0,Not Settled,False,6,1,3,0,Field Agent,Paid fully,17.03,Bo Chan,50,Male,Employed,"300,000 to 500,000",Freelance,289 Newton Road #09-07 Toa Payoh Singapore 434025 Singapore,Urban,English,True,True,13,13,6,High,App notification,High,True,708,0,1,False,-15,2.15,4.78,0.14,0.11,False,Afternoon,Daytime
SCB206541105,66728215,Education loan,51000.0,23753.35,10,60,8.0,1054.78,2025-10-01,2025-08-21,False,35,Regular,1034.1,0,Not Settled,False,5,5,1,0,WhatsApp,Promised to pay,15.14,Han Lee,50,Female,Student,"50,000 or Below",Full time,124 Pasir Panjang Road #42-95 Ang Mo Kio Singapore 152266 Singapore,Urban,Regional,True,True,9,18,6,High,App notification,Low,True,710,2,1,False,9,1.96,5.26,0.43,0.21,True,Morning,Weekends
SCB991743779,91831756,Credit card,12000.0,3140.93,28,60,10.0,267.71,2025-09-26,2025-07-30,True,47,Regular,254.96,0,Settled,False,3,7,3,2,SMS,Connected,22.17,Ling Goh,32,Female,Homemaker,"200,000 to 300,000",Part time,615 Serangoon Road #22-83 Pasir Ris Singapore 164541 Singapore,Urban,English,True,True,8,13,11,Medium,Field Agent,Medium,True,645,3,0,True,-37,1.95,4.54,0.5,0.23,True,Morning,Weekdays
SCB728671512,53193996,Auto loan,10000.0,315.79,9,36,9.0,324.36,2025-10-06,2025-08-28,False,35,Regular,318.0,1,Settled,False,2,3,4,0,WhatsApp,Partial paid,22.05,Yao Quek,27,Male,Student,"100,000 to 200,000",Unemployed,476 North Bridge Road #38-85 Holland Road Singapore 608515 Singapore,Urban,Regional,True,True,7,10,8,High,Email,Medium,True,735,0,2,False,-44,1.99,4.91,0.34,0.15,False,Afternoon,Holidays
SCB621445840,78660194,Business loan,275000.0,205747.63,6,60,9.5,5891.02,2025-10-15,2025-09-08,True,18,Irregular,5775.51,0,Settled,False,3,5,3,2,Call,Promised to pay,18.75,An Phua,61,Male,Unemployed,"50,000 to 100,000",Part time,191 Bugis Street #24-63 Eunos Singapore 101758 Singapore,Urban,English,False,True,11,21,7,Low,Call,High,True,671,0,0,False,-27,1.93,5.25,0.24,0.16,True,Night,Holidays
SCB182562815,49051623,Auto loan,55000.0,34535.6,18,48,9.0,1437.11,2025-10-03,2025-08-16,True,20,Regular,1368.68,0,Settled,False,2,2,3,0,WhatsApp,Promised to pay,22.04,Xiang Ho,52,Male,Employed,"200,000 to 300,000",Part time,620 Tampines Avenue #31-47 Orchard Singapore 224321 Singapore,Urban,English,True,False,7,14,10,High,Call,High,True,724,5,0,False,35,2.11,4.4,-0.19,0.12,False,Morning,Weekends
SCB431454571,58495982,Business loan,410000.0,222856.36,17,60,9.5,9041.3,2025-10-17,2025-08-31,False,31,Regular,8610.76,0,Settled,False,3,5,1,2,Call,Paid fully,20.77,Ming Cheng,43,Male,Unemployed,"50,000 to 100,000",Part time,416 Joo Chiat Road #06-21 Woodgrove Singapore 717252 Singapore,Urban,Regional,True,True,12,17,8,Low,Field Agent,Low,True,718,1,0,False,9,2.09,4.81,0.21,0.25,False,Night,Daytime
SCB991982821,41632286,Education loan,18000.0,1083.31,19,60,8.0,383.23,2025-10-12,2025-08-24,False,57,Irregular,364.98,2,Under Negotiation,True,2,3,5,2,IVR,Partial paid,24.94,Feng Seah,69,Female,Retired,"50,000 to 100,000",Unemployed,48 Clarke Quay #26-59 Serangoon Garden Singapore 902920 Singapore,Urban,English,True,True,14,15,10,Low,IVR,High,True,640,3,1,False,-20,2.13,4.75,-0.15,0.12,False,Morning,Weekends
SCB366257258,71183416,Business loan,150000.0,3741.53,13,48,9.5,3843.84,2025-10-16,2025-09-03,False,47,Irregular,3768.47,0,Settled,True,4,6,3,0,Call,Ignored,16.17,Radha Saxena,67,Female,Retired,"200,000 to 300,000",Full time,481 Bugis Street #05-51 Changi Singapore 493526 Singapore,Urban,English,True,True,9,17,10,Low,Field Agent,Low,True,677,2,1,False,-11,1.98,5.17,-0.15,0.25,True,Evening,Evening
SCB325544257,21616152,Credit card,36000.0,18354.56,13,36,10.0,1184.85,2025-10-09,2025-08-27,True,19,Irregular,1161.62,1,Under Negotiation,True,4,7,4,2,Email,Partial paid,25.87,Ting Neo,52,Female,Self-Employed,"100,000 to 200,000",Unemployed,483 Tampines Avenue #25-22 Raffles Place Singapore 640779 Singapore,Urban,Regional,True,False,6,17,11,High,Field Agent,Medium,True,636,1,1,False,-26,1.86,4.38,0.46,0.27,False,Afternoon,Holidays
SCB830654370,82894131,Credit card,32000.0,2670.48,18,60,10.0,713.91,2025-09-27,2025-08-10,False,56,Regular,679.91,3,Partial Settlement,False,4,7,1,0,Call,Disconnected,14.54,Nor binti Hamid,52,Male,Self-Employed,"100,000 to 200,000",Freelance,726 Victoria Street #26-24 Novena Singapore 663937 Singapore,Urban,Regional,True,True,9,21,5,High,WhatsApp,High,True,701,1,1,False,-32,2.13,5.32,0.17,0.17,False,Afternoon,Weekdays
SCB240341880,11164795,Education loan,29000.0,2507.19,9,12,8.0,2573.11,2025-10-12,2025-09-02,False,11,Irregular,2522.66,0,Not Settled,True,3,2,2,0,WhatsApp,Partial paid,24.86,Yuan Chan,33,Female,Student,"200,000 to 300,000",Freelance,682 Tampines Avenue #29-75 Serangoon Garden Singapore 474857 Singapore,Urban,Regional,True,True,15,8,8,High,Call,Low,True,652,5,1,False,25,2.08,5.26,0.49,0.29,False,Evening,Daytime
SCB126912512,91428039,Credit card,33000.0,7451.61,24,24,10.0,1598.92,2025-09-26,2025-08-03,False,19,Regular,1522.78,0,Not Settled,False,2,3,2,1,Field Agent,Disconnected,14.14,Dong Loh,26,Male,Self-Employed,"500,000 or Above",Full time,169 Joo Chiat Road #47-14 Seletar Singapore 457628 Singapore,Urban,English,True,True,5,19,7,High,IVR,High,False,744,3,0,False,-50,1.84,4.58,0.14,0.3,False,Evening,Weekends
SCB619798418,21044590,Business loan,60000.0,43084.69,11,60,9.5,1285.31,2025-10-04,2025-08-23,False,20,Irregular,1260.11,2,Under Negotiation,True,4,6,0,0,WhatsApp,Disconnected,22.76,Hassan binti Latif,57,Male,Retired,"300,000 to 500,000",Contract,191 East Coast Road #19-03 Macpherson Singapore 263726 Singapore,Urban,English,True,True,9,15,7,Medium,SMS,High,True,659,3,1,False,-7,1.82,5.31,-0.02,0.3,False,Evening,Weekdays
SCB408000222,54969434,Auto loan,180000.0,5702.35,27,36,9.0,6010.15,2025-09-19,2025-07-24,True,35,Irregular,5723.95,0,Partial Settlement,False,3,4,3,0,SMS,Ignored,14.18,Vinod Singh,52,Male,Student,"100,000 to 200,000",Part time,470 Jurong East Street #12-94 People's Park Singapore 600584 Singapore,Urban,English,True,True,10,19,8,High,Field Agent,Low,True,682,4,0,False,-19,1.94,4.23,-0.18,0.29,False,Afternoon,Daytime
SCB618232825,69322532,Business loan,105000.0,76627.63,27,48,9.5,2769.83,2025-09-29,2025-08-03,False,15,Irregular,2637.93,0,Not Settled,False,1,8,1,1,IVR,Promised to pay,28.88,Xiao Seah,42,Female,Homemaker,"100,000 to 200,000",Part time,994 Woodlands Avenue #20-16 Pasir Ris Singapore 725757 Singapore,Urban,Regional,True,False,11,12,13,Medium,Email,Low,True,655,2,2,True,10,2.13,4.31,0.35,0.32,False,Night,Evening
SCB494202403,43957412,Business loan,335000.0,10655.5,15,36,9.5,10945.66,2025-09-28,2025-08-14,False,35,Irregular,10731.04,1,Settled,True,1,8,1,0,WhatsApp,Partial paid,26.16,Sunita Kumar,64,Male,Homemaker,"50,000 to 100,000",Unemployed,892 Woodlands Avenue #04-69 Choa Chu Kang Singapore 699136 Singapore,Urban,Regional,True,True,4,6,9,Low,Call,Low,True,653,4,2,False,-41,2.12,5.49,-0.06,0.4,False,Afternoon,Weekends
SCB192543848,31847630,Education loan,18000.0,809.32,14,24,8.0,830.37,2025-10-16,2025-09-02,False,23,Irregular,814.09,0,Settled,True,0,2,1,1,Field Agent,Disconnected,24.82,Zhi Chan,42,Female,Self-Employed,"100,000 to 200,000",Full time,13 Bras Basah Road #08-06 Upper Thomson Singapore 934366 Singapore,Urban,English,True,False,8,21,9,High,IVR,Low,True,623,5,0,True,32,2.11,4.41,0.15,0.19,False,Morning,Evening
SCB775828040,25168970,Personal loan,52000.0,24384.64,15,60,8.5,1088.2,2025-10-16,2025-09-01,False,35,Regular,1066.86,0,Partial Settlement,False,4,5,2,0,WhatsApp,Paid fully,11.16,Lu Koh,55,Male,Self-Employed,"50,000 to 100,000",Unemployed,715 Jurong East Street #48-07 Springleaf Singapore 868588 Singapore,Urban,English,True,True,9,14,6,High,Field Agent,Low,True,736,4,0,False,8,1.82,5.15,0.09,0.35,False,Morning,Evening
SCB276713207,98028615,Business loan,125000.0,113724.79,29,60,9.5,2756.49,2025-10-11,2025-08-13,False,7,Irregular,2625.23,0,Settled,False,2,5,6,0,WhatsApp,Promised to pay,13.92,Tao Quek,32,Female,Employed,"50,000 to 100,000",Full time,524 Upper Serangoon Road #29-88 Golden Mile Singapore 609614 Singapore,Urban,Regional,True,True,13,14,8,High,App notification,Low,True,701,0,2,False,10,2.02,5.32,0.27,0.26,False,Afternoon,Holidays
SCB140981642,66424721,Auto loan,65000.0,2949.18,11,24,9.0,3028.9,2025-09-21,2025-08-11,False,23,Irregular,2969.51,2,Not Settled,True,1,1,4,2,SMS,Partial paid,24.37,Qian Quek,50,Female,Homemaker,"50,000 or Below",Contract,624 Toa Payoh Central #48-19 Upper Bukit Timah Singapore 342770 Singapore,Urban,English,True,True,13,12,6,Medium,WhatsApp,Low,True,646,3,1,False,20,1.96,4.99,-0.12,0.29,False,Night,Weekends
SCB107611432,42985192,Business loan,495000.0,15742.11,12,36,9.5,16173.44,2025-10-15,2025-09-03,False,35,Irregular,15856.31,0,Settled,True,0,6,2,0,SMS,Paid fully,18.39,Ali binti Idris,47,Female,Self-Employed,"50,000 to 100,000",Freelance,76 Holland Road #22-87 Ulu Pandan Singapore 199190 Singapore,Urban,English,True,True,7,20,7,High,SMS,Low,True,677,1,2,False,-28,2.06,4.36,-0.07,0.38,False,Evening,Holidays
SCB841436758,78208441,Personal loan,64000.0,5542.81,0,12,8.5,5582.07,2025-09-24,2025-09-01,True,11,Irregular,5582.07,0,Partial Settlement,True,4,6,2,0,SMS,Partial paid,21.68,Arjun Chatterjee,60,Female,Employed,"50,000 to 100,000",Full time,115 MacPherson Road #33-45 Middle Road Singapore 649181 Singapore,Urban,English,False,True,6,18,5,High,Field Agent,Low,True,635,0,1,False,-17,2.15,4.08,-0.07,0.19,False,Morning,Daytime
SCB149039847,79996621,Business loan,260000.0,194041.35,0,48,9.5,6532.02,2025-09-21,2025-09-03,False,14,Irregular,6532.02,0,Partial Settlement,True,3,6,0,3,WhatsApp,Promised to pay,26.18,Dong Chew,43,Female,Student,"200,000 to 300,000",Part time,588 Victoria Street #17-43 Lim Chu Kang Singapore 448741 Singapore,Urban,Regional,True,True,7,16,4,High,Field Agent,Low,True,661,2,1,False,8,1.99,4.76,0.07,0.37,False,Afternoon,Daytime
SCB389921241,64187581,Credit card,6000.0,3962.13,21,60,10.0,133.85,2025-09-25,2025-08-05,True,24,Regular,127.48,0,Settled,False,4,4,4,1,WhatsApp,Paid fully,28.51,Xin Peh,34,Others,Employed,"50,000 or Below",Freelance,920 Jurong East Street #10-57 Ulu Pandan Singapore 470642 Singapore,Urban,English,True,True,8,25,9,High,IVR,High,True,724,2,2,False,-6,2.11,4.9,0.49,0.2,False,Morning,Daytime
SCB909107354,48887321,Education loan,5000.0,155.69,5,36,8.0,159.81,2025-09-27,2025-08-23,True,35,Regular,156.68,1,Not Settled,False,4,4,1,0,SMS,Ignored,19.18,Xiang Seah,39,Male,Retired,"50,000 to 100,000",Full time,272 Geylang Road #43-79 Kranji Singapore 357030 Singapore,Urban,English,True,False,10,16,8,Medium,Field Agent,Low,True,703,3,1,False,-15,1.84,5.12,0.44,0.23,False,Evening,Holidays
SCB789181679,80542236,Education loan,67000.0,3018.82,21,24,8.0,3181.74,2025-09-29,2025-08-09,True,23,Irregular,3030.23,0,Settled,False,7,5,3,2,SMS,Connected,16.37,Manoj Chatterjee,25,Male,Homemaker,"500,000 or Above",Contract,380 Maxwell Road #14-50 Yishun Singapore 535608 Singapore,Urban,Regional,True,True,8,14,11,Medium,Field Agent,Low,True,689,3,2,False,-23,2.17,4.16,0.34,0.22,False,Evening,Weekdays
SCB886525500,16852902,Education loan,13000.0,404.87,9,36,8.0,415.52,2025-09-19,2025-08-11,False,35,Irregular,407.37,0,Under Negotiation,False,3,12,4,0,IVR,Connected,20.63,Ke Sim,37,Female,Employed,"100,000 to 200,000",Part time,121 Kallang Road #29-56 Tengah Singapore 449934 Singapore,Urban,English,True,True,9,11,11,High,WhatsApp,High,True,692,3,1,False,44,1.93,4.82,0.2,0.11,False,Evening,Weekdays
SCB617430975,59908282,Auto loan,45000.0,3909.24,15,12,9.0,4014.03,2025-10-16,2025-09-01,False,11,Irregular,3935.32,0,Not Settled,True,3,7,2,1,Field Agent,Ignored,27.23,Syed binti Hassan,41,Female,Student,"50,000 to 100,000",Freelance,347 Upper Serangoon Road #45-18 Golden Mile Singapore 270232 Singapore,Urban,Regional,True,True,6,14,10,High,App notification,High,False,659,5,0,False,-14,2.11,5.13,0.36,0.26,False,Afternoon,Holidays
SCB429163050,96320218,Business loan,395000.0,12591.47,22,36,9.5,13285.67,2025-10-16,2025-08-24,False,35,Irregular,12653.02,2,Under Negotiation,True,1,8,0,0,IVR,Partial paid,10.34,Ashok Gopal,62,Others,Student,"50,000 or Below",Freelance,451 Cecil Street #17-63 Marina Singapore 334194 Singapore,Urban,English,True,True,11,20,12,Low,WhatsApp,Low,False,633,4,1,False,4,2.13,5.27,-0.03,0.27,False,Night,Weekdays
SCB360296113,92226579,Business loan,25000.0,623.15,0,48,9.5,628.08,2025-09-27,2025-09-08,False,47,Regular,628.08,0,Partial Settlement,False,8,6,0,0,SMS,Partial paid,28.31,Lan Yeo,41,Female,Unemployed,"500,000 or Above",Contract,64 Emerald Hill Road #27-15 High Street Singapore 226600 Singapore,Urban,English,True,False,7,12,8,Low,IVR,Low,False,714,3,1,False,7,1.97,4.31,-0.17,0.27,False,Night,Evening
