Customer_id,Loan_Account_id,Product_Type,Loan_Amount_SGD,Outstanding_Balance_SGD,Day_Past_Due,Tenure,Interest_Rate,Current_EMI_SGD,Installment_Due_Date,Last_Payment_Date,Partial_Payment_Indicator,Number_of_Past_Payments,Payment_Frequency,Amount_Paid_Each_Month_SGD,Bounce_History,Settlement_History,Repayment_Irregularity_Flags,Contact_History_Call_Attempts,Contact_History_SMS,Contact_History_WhatsApp,Contact_History_EmailLogs,Channel_used,Response_Outcome,Average_Handling_Time,Name,Age,Gender,Occupation,Income_Band_SGD,Employeement_Type,Address,Urban_Rural_Tag,Language_Preference,Mobile_Number_Active_Status,Email_Activity,App_Login_Frequency,UPI_Transactions,Online_Banking_Activity,Smartphone_Penetration,Preferred_Channel,Call_SMS_Activity_Patterns,WhatsApp_OTT_usage_Indicator,Credit_Score,Recent_Inquiries,Loan_Exposure_Across_Banks,Delinquency_on_other_Loans,Recent_Score_Change,Unemployeement_rate_region,Inflation_Rate,Interest_Rate_Trend,Economic_Stress_Index,Do_Not_Call_Registry_Data,Regional_Time_Restrictions,Communication_Complaince_Limits
SCB518301429,43523310,Education loan,62000.0,2795.44,26,24,8.0,2944.29,2025-10-16,2025-09-20,False,23,Irregular,2804.09,1,Partial Settlement,True,3,6,2,0,IVR,Promised to pay,18.98,Xin Lim,29,Female,Homemaker,"50,000 or Below",Full time,469 Joo Chiat Road #07-03 Raffles Place Singapore 976737 Singapore,Urban,English,True,False,7,14,10,Medium,App notification,Medium,True,661,0,2,False,0,1.87,4.36,0.48,0.15,True,Afternoon,Weekends
SCB844886646,36336263,Business loan,440000.0,20048.09,4,24,9.5,20606.43,2025-09-28,2025-09-24,False,23,Irregular,20202.38,1,Partial Settlement,True,2,6,3,0,Call,Partial paid,28.37,Li Ng,40,Male,Self-Employed,"500,000 or Above",Unemployed,264 Chinatown Street #21-80 Lim Chu Kang Singapore 480979 Singapore,Urban,English,True,True,6,13,11,High,App notification,High,True,641,2,2,False,-32,2.07,4.21,-0.18,0.19,False,Morning,Daytime
SCB214348335,85902244,Personal loan,39000.0,10062.38,1,12,8.5,3469.6,2025-10-13,2025-10-12,False,9,Irregular,3401.57,0,Not Settled,False,6,1,3,0,Field Agent,Paid fully,17.03,Yan Lee,49,Male,Retired,"300,000 to 500,000",Freelance,989 Outram Road #40-49 Bishan Singapore 697856 Singapore,Urban,English,True,True,13,13,6,Medium,App notification,High,True,708,0,1,False,-15,2.18,5.27,0.44,0.34,False,Afternoon,Daytime
SCB206541105,66728215,Education loan,51000.0,23828.15,27,60,8.0,1085.81,2025-09-30,2025-09-03,False,35,Regular,1034.1,0,Not Settled,False,5,5,1,0,WhatsApp,Promised to pay,15.14,Jun Tan,50,Female,Student,"50,000 or Below",Full time,923 Potong Pasir Avenue #29-77 Bedok Singapore 153016 Singapore,Urban,Regional,True,True,9,18,6,High,App notification,Low,True,710,2,1,False,9,1.87,4.54,0.43,0.33,True,Morning,Weekends
SCB991743779,91831756,Credit card,12000.0,3129.62,4,60,10.0,260.06,2025-09-25,2025-09-21,True,47,Regular,254.96,0,Settled,False,3,7,3,2,SMS,Connected,22.17,Xin Lim,32,Female,Homemaker,"200,000 to 300,000",Part time,763 Telok Ayer Street #36-67 People's Park Singapore 620715 Singapore,Urban,English,True,True,8,13,11,Medium,Field Agent,Medium,True,645,3,0,True,-37,1.95,4.54,0.5,0.23,True,Morning,Weekdays
SCB728671512,53193996,Auto loan,10000.0,315.65,1,36,9.0,324.36,2025-10-05,2025-10-04,False,35,Regular,318.0,1,Settled,False,2,3,4,0,WhatsApp,Partial paid,22.05,Yan Ong,27,Male,Student,"100,000 to 200,000",Unemployed,431 Simei Street #49-32 Farrer Park Singapore 621134 Singapore,Urban,Regional,True,True,7,10,8,High,Email,Medium,True,735,0,2,False,-44,1.99,4.91,0.34,0.15,False,Afternoon,Holidays
SCB621445840,78660194,Business loan,275000.0,206412.57,26,60,9.5,6064.29,2025-10-14,2025-09-18,True,18,Irregular,5775.51,0,Settled,False,3,5,3,2,Call,Promised to pay,18.75,Li Ong,42,Female,Unemployed,"50,000 to 100,000",Part time,99 Kallang Road #10-17 Hong Leong Garden Singapore 892898 Singapore,Urban,English,False,True,11,21,7,Low,Call,High,True,671,0,0,False,-27,1.89,4.02,-0.03,0.39,True,Night,Holidays
SCB182562815,49051623,Auto loan,55000.0,34454.43,2,48,9.0,1396.05,2025-10-02,2025-09-30,True,20,Regular,1368.68,0,Settled,False,2,2,3,0,WhatsApp,Promised to pay,22.04,Wei Ng,52,Male,Employed,"200,000 to 300,000",Part time,372 North Bridge Road #21-68 Ardmore Singapore 579566 Singapore,Urban,English,True,False,7,14,10,High,Call,High,True,724,5,0,False,35,2.11,4.4,-0.19,0.12,False,Morning,Weekends
SCB431454571,58495982,Business loan,410000.0,222350.77,1,60,9.5,8782.98,2025-10-16,2025-10-15,False,31,Regular,8610.76,0,Settled,False,3,5,1,2,Call,Paid fully,20.77,Xin Ng,43,Male,Unemployed,"50,000 to 100,000",Part time,361 Telok Ayer Street #22-58 Farrer Park Singapore 950194 Singapore,Urban,Regional,True,True,12,17,8,Low,Field Agent,Low,True,718,1,0,False,9,2.09,4.81,0.21,0.25,False,Night,Daytime
SCB991982821,41632286,Education loan,18000.0,1080.68,3,60,8.0,372.28,2025-10-11,2025-10-08,False,57,Irregular,364.98,2,Under Negotiation,True,2,3,5,2,IVR,Partial paid,24.94,Feng Lee,69,Female,Retired,"50,000 to 100,000",Unemployed,489 Toa Payoh Central #07-77 Woodgrove Singapore 200345 Singapore,Urban,English,True,True,14,15,10,Low,IVR,High,True,640,3,1,False,-20,2.13,4.75,-0.15,0.12,False,Morning,Weekends
SCB698054328,19322004,Business loan,150000.0,3739.08,1,48,9.5,3843.84,2025-10-15,2025-10-14,False,47,Irregular,3768.47,0,Under Negotiation,True,2,5,5,1,Call,Ignored,16.17,Vijay Sharma,44,Female,Self-Employed,"200,000 to 300,000",Full time,957 Collyer Quay #30-51 Little India Singapore 562358 Singapore,Urban,English,True,True,9,17,10,High,Field Agent,Low,True,677,2,1,False,-11,2.11,4.1,0.14,0.11,True,Evening,Evening
SCB325544257,21616152,Credit card,36000.0,18344.51,3,36,10.0,1184.85,2025-10-08,2025-10-05,False,19,Irregular,1161.62,0,Under Negotiation,True,4,7,4,2,Email,Partial paid,25.87,Jie Koh,52,Female,Self-Employed,"100,000 to 200,000",Unemployed,671 Serangoon Road #24-65 Tengah Singapore 267762 Singapore,Urban,Regional,True,False,6,17,11,High,Field Agent,Medium,True,666,1,1,False,-26,2.15,5.31,-0.03,0.24,False,Afternoon,Holidays
SCB830654370,82894131,Credit card,32000.0,2664.2,2,60,10.0,693.51,2025-09-26,2025-09-24,False,56,Regular,679.91,3,Partial Settlement,False,4,7,1,0,Call,Disconnected,14.54,Fatimah binti Abdullah,52,Male,Self-Employed,"100,000 to 200,000",Freelance,514 Jurong East Street #09-54 Tiong Bahru Singapore 722030 Singapore,Urban,Regional,True,True,9,21,5,High,WhatsApp,High,True,701,1,1,False,-32,2.13,5.32,0.17,0.17,False,Afternoon,Weekdays
SCB974824613,50580924,Education loan,29000.0,2515.22,27,12,8.0,2648.79,2025-10-11,2025-09-14,False,11,Irregular,2522.66,1,Under Negotiation,True,1,1,2,0,IVR,Connected,10.96,Latha Pillai,43,Male,Retired,"50,000 to 100,000",Full time,120 Beach Road #36-68 Cairnhill Singapore 700627 Singapore,Urban,English,True,False,11,19,10,Medium,WhatsApp,Low,True,642,1,1,False,3,2.12,4.03,0.47,0.32,False,Evening,Daytime
SCB126912512,91428039,Credit card,33000.0,7427.19,0,24,10.0,1522.78,2025-09-25,2025-09-25,False,19,Regular,1522.78,0,Not Settled,False,2,3,2,1,Field Agent,Disconnected,14.14,Ling Chua,26,Male,Self-Employed,"500,000 or Above",Full time,823 East Coast Road #09-11 HarbourFront Singapore 477517 Singapore,Urban,English,True,True,5,19,7,High,IVR,High,False,744,3,0,False,-50,1.84,4.58,0.14,0.3,False,Evening,Weekends
SCB985779070,37550115,Business loan,60000.0,43370.18,33,60,9.5,1360.92,2025-10-03,2025-08-31,False,20,Irregular,1260.11,1,Partial Settlement,True,2,9,1,0,WhatsApp,Disconnected,22.76,Ahmad binti Mohamed,26,Male,Retired,"300,000 to 500,000",Contract,843 Bras Basah Road #22-62 Macpherson Singapore 639821 Singapore,Urban,English,True,True,9,15,7,Medium,SMS,High,True,619,3,1,True,-7,1.9,4.09,0.22,0.31,False,Evening,Weekdays
SCB408000222,54969434,Auto loan,180000.0,5682.27,3,36,9.0,5838.43,2025-09-18,2025-09-15,True,35,Irregular,5723.95,0,Partial Settlement,False,3,4,3,0,SMS,Ignored,14.18,Vijay Patel,52,Male,Student,"100,000 to 200,000",Part time,94 MacPherson Road #14-38 Serangoon Garden Singapore 148262 Singapore,Urban,English,True,True,10,19,8,High,Field Agent,Low,True,682,4,0,False,-19,1.94,4.23,-0.18,0.29,False,Afternoon,Daytime
SCB618232825,69322532,Business loan,105000.0,76357.81,3,48,9.5,2690.69,2025-09-28,2025-09-25,False,15,Irregular,2637.93,0,Not Settled,False,1,8,1,1,IVR,Promised to pay,28.88,Jun Chan,42,Female,Homemaker,"100,000 to 200,000",Part time,359 Jurong East Street #29-49 Joo Chiat Singapore 415718 Singapore,Urban,Regional,True,False,11,12,13,Medium,Email,Low,True,655,2,2,True,10,2.13,4.31,0.35,0.32,False,Night,Evening
SCB494202403,43957412,Business loan,335000.0,10648.5,3,36,9.5,10945.66,2025-09-27,2025-09-24,False,35,Irregular,10731.04,1,Settled,True,1,8,1,0,WhatsApp,Partial paid,26.16,Deepa Kumar,31,Male,Homemaker,"50,000 to 100,000",Unemployed,417 Jurong East Street #08-16 Ang Mo Kio Singapore 838777 Singapore,Urban,Regional,True,True,4,6,9,Medium,Call,Low,True,653,4,2,False,-41,1.8,5.5,0.27,0.35,False,Afternoon,Weekends
SCB390283086,48647224,Education loan,18000.0,808.83,3,24,8.0,830.37,2025-10-15,2025-10-12,False,23,Irregular,814.09,0,Not Settled,True,5,6,5,1,WhatsApp,Paid fully,12.32,Xin Lee,35,Female,Employed,"300,000 to 500,000",Full time,55 Sembawang Road #47-79 Choa Chu Kang Singapore 774413 Singapore,Urban,Regional,True,True,6,20,8,High,Field Agent,High,True,673,2,1,False,20,2.0,4.43,-0.11,0.29,False,Afternoon,Holidays
SCB723332500,60316725,Business loan,155000.0,48102.68,27,48,9.5,4088.79,2025-10-03,2025-09-06,False,35,Irregular,3894.09,0,Settled,True,3,4,1,0,Email,Partial paid,18.27,Hui Ong,52,Female,Homemaker,"500,000 or Above",Full time,470 Toa Payoh Central #21-17 Hong Leong Garden Singapore 360531 Singapore,Urban,Regional,True,True,14,14,6,Medium,IVR,Medium,True,687,1,0,False,-26,1.92,4.2,0.26,0.32,False,Afternoon,Weekends
SCB543634913,75829275,Personal loan,20000.0,8736.07,3,48,8.5,502.83,2025-09-28,2025-09-25,False,29,Regular,492.97,1,Settled,False,2,8,1,2,WhatsApp,Paid fully,26.22,Li Chan,27,Male,Unemployed,"200,000 to 300,000",Contract,885 North Bridge Road #47-09 Geylang Singapore 368909 Singapore,Urban,English,True,False,8,7,3,Low,SMS,Medium,True,706,1,1,False,-13,2.11,4.69,0.08,0.19,False,Afternoon,Evening
SCB772910007,76657978,Auto loan,155000.0,142452.04,2,60,9.0,3281.9,2025-09-23,2025-09-21,True,6,Irregular,3217.55,0,Partial Settlement,False,3,2,0,2,Call,Ignored,17.9,Latha Patel,28,Female,Student,"50,000 to 100,000",Unemployed,868 Geylang Road #45-29 Beach Road Singapore 610775 Singapore,Urban,Regional,True,True,7,16,9,High,WhatsApp,Low,True,674,1,1,False,-24,2.01,4.59,0.26,0.13,False,Morning,Daytime
SCB537243507,35589001,Business loan,335000.0,29424.32,44,12,9.5,31723.9,2025-10-07,2025-08-24,False,11,Regular,29373.98,0,Not Settled,False,1,1,4,1,SMS,Ignored,15.65,Yan Tan,25,Female,Self-Employed,"50,000 to 100,000",Unemployed,355 Scotts Road #26-82 People's Park Singapore 612952 Singapore,Urban,English,True,True,10,16,4,High,IVR,High,True,725,3,2,False,16,1.9,4.85,0.05,0.3,False,Morning,Holidays
SCB800282366,77154339,Education loan,73000.0,35226.56,0,60,8.0,1480.18,2025-10-08,2025-10-08,False,34,Regular,1480.18,0,Not Settled,False,5,4,2,0,WhatsApp,Promised to pay,24.19,Wei Koh,46,Others,Retired,"500,000 or Above",Full time,636 Pasir Panjang Road #01-34 Woodgrove Singapore 425060 Singapore,Urban,English,True,True,9,16,8,Medium,Field Agent,Low,True,726,0,1,False,-17,1.88,4.31,-0.19,0.23,False,Morning,Daytime
SCB500626337,10692924,Business loan,260000.0,194105.14,6,48,9.5,6662.66,2025-09-20,2025-09-14,False,14,Irregular,6532.02,0,Not Settled,True,5,7,2,0,IVR,Ignored,20.03,Ling Chua,59,Female,Homemaker,"500,000 or Above",Contract,357 Tanglin Road #33-89 Upper Thomson Singapore 415227 Singapore,Urban,Regional,False,True,7,11,9,Medium,Call,High,True,661,0,0,False,-12,1.95,5.36,-0.19,0.33,False,Morning,Weekends
SCB978065584,21914970,Credit card,24000.0,8926.3,0,60,10.0,509.93,2025-10-11,2025-10-11,False,41,Irregular,509.93,0,Settled,True,2,6,0,1,IVR,Disconnected,21.98,Xin Chan,42,Female,Self-Employed,"50,000 to 100,000",Unemployed,783 Outram Road #06-16 Queenstown Singapore 385480 Singapore,Urban,English,False,True,12,16,9,High,Field Agent,Medium,True,677,0,1,False,-44,1.84,4.82,0.49,0.27,False,Night,Weekdays
SCB909107354,48887321,Personal loan,40000.0,1805.44,0,24,8.5,1818.23,2025-09-30,2025-09-30,False,23,Regular,1818.23,0,Not Settled,False,4,4,1,0,SMS,Ignored,19.18,Jie Chan,28,Female,Unemployed,"50,000 to 100,000",Full time,394 Bugis Street #09-76 Kranji Singapore 948579 Singapore,Urban,English,True,False,10,16,8,Low,Field Agent,Low,True,711,3,1,False,-15,2.16,4.13,0.37,0.36,False,Evening,Holidays
SCB170542236,44325124,Education loan,67000.0,3010.82,4,24,8.0,3090.83,2025-09-28,2025-09-24,True,23,Irregular,3030.23,0,Settled,False,5,4,1,2,Field Agent,Disconnected,22.64,Li Chua,62,Male,Homemaker,"50,000 to 100,000",Full time,590 Clarke Quay #09-13 Serangoon Garden Singapore 682479 Singapore,Urban,English,False,True,13,15,5,Low,IVR,Low,True,689,3,2,False,-33,1.91,5.07,-0.19,0.22,False,Afternoon,Daytime
SCB811998638,26600352,Personal loan,36000.0,1128.62,3,36,8.5,1159.16,2025-10-06,2025-10-03,False,35,Irregular,1136.43,1,Partial Settlement,True,4,3,4,2,SMS,Connected,23.58,Ali bin Ismail,52,Female,Student,"300,000 to 500,000",Full time,699 Scotts Road #34-18 Bukit Timah Singapore 128127 Singapore,Urban,English,True,True,10,16,7,High,WhatsApp,Medium,True,664,1,2,False,2,1.87,4.37,-0.01,0.2,False,Morning,Evening
SCB400662786,39079221,Credit card,36000.0,1647.76,3,24,10.0,1694.44,2025-09-23,2025-09-20,False,23,Irregular,1661.22,1,Partial Settlement,True,1,5,2,0,Email,Promised to pay,25.46,Jun Ng,66,Male,Unemployed,"50,000 or Below",Freelance,662 South Bridge Road #44-49 Seletar Singapore 974004 Singapore,Urban,Regional,True,True,10,17,12,Low,SMS,Low,True,678,1,0,False,-11,2.01,5.48,-0.04,0.38,False,Afternoon,Weekends
SCB920023451,40670201,Auto loan,55000.0,1361.65,17,48,9.0,1437.11,2025-10-03,2025-09-16,False,47,Irregular,1368.68,1,Partial Settlement,True,2,5,2,0,IVR,Partial paid,18.3,Priya Gopal,25,Male,Homemaker,"300,000 to 500,000",Freelance,887 Jalan Besar #05-01 Seletar Singapore 147858 Singapore,Urban,English,True,True,14,16,8,Medium,App notification,Low,True,647,0,0,False,3,2.02,4.8,0.25,0.32,False,Evening,Weekends
SCB128905854,71218834,Business loan,430000.0,311356.96,3,36,9.5,14049.65,2025-10-01,2025-09-28,False,11,Regular,13774.17,0,Not Settled,False,3,7,6,1,WhatsApp,Paid fully,22.63,Li Lee,49,Others,Retired,"100,000 to 200,000",Full time,498 Simei Street #41-71 Jurong Singapore 809575 Singapore,Urban,English,True,True,11,11,7,Medium,Email,Medium,True,741,7,1,False,-8,2.03,4.94,0.41,0.28,True,Night,Holidays
SCB518277982,22613997,Auto loan,100000.0,8681.95,4,12,9.0,8920.05,2025-10-10,2025-10-06,False,11,Regular,8745.15,1,Under Negotiation,False,3,6,0,1,Field Agent,Disconnected,29.46,Ahmad binti Abdullah,41,Male,Employed,"200,000 to 300,000",Contract,763 Collyer Quay #35-44 Ulu Pandan Singapore 329739 Singapore,Urban,English,True,True,6,13,6,High,IVR,Medium,True,728,3,1,False,-27,2.15,4.19,-0.06,0.16,False,Night,Weekends
